Case number,Block,IUCR,Location Description,Beat,Ward,FBI Code,Hour,Weekday,Monthday,Month,Violent
HH782032,066XX S PEORIA ST,041A,STREET,0723,16,04B,20,4,15,11,0
HH780773,014XX N KILDARE AVE,031A,APARTMENT,2534,37,03,22,2,13,11,0
HH783496,030XX W 37TH PL,1090,VEHICLE NON-COMMERCIAL,0913,12,09,14,5,16,11,0
HH782202,012XX W ROSCOE ST,031A,SIDEWALK,1924,44,03,22,4,15,11,0
HH780023,028XX W DIVISION ST,031A,SIDEWALK,1311,26,03,21,3,14,11,0
HH783482,063XX S CALIFORNIA AVE,031A,OTHER,0823,15,03,14,5,16,11,0
HH784292,019XX W IOWA ST,031A,SIDEWALK,1322,32,03,23,5,16,11,0
HH783466,024XX W MOFFAT ST,031A,GROCERY FOOD STORE,1434,1,03,15,5,16,11,0
HH784568,052XX S KILPATRICK AVE,1020,VEHICLE NON-COMMERCIAL,0815,23,09,3,6,17,11,0
HH784355,052XX S ARCHER AVE,031A,PARKING LOT/GARAGE(NON.RESID.),0815,23,03,0,6,17,11,0
HH784410,009XX N LOREL AVE,041A,STREET,1524,37,04B,2,6,17,11,0
HH776678,051XX W LEXINGTON ST,031A,STREET,1533,24,03,11,2,13,11,0
HH777985,117XX S PERRY AVE,1754,"SCHOOL, PUBLIC, BUILDING",0522,34,02,22,2,13,11,1
HH783347,003XX N MICHIGAN AVE,051A,STREET,0122,42,04A,12,5,16,11,0
HH783462,008XX E 101ST ST,051A,RESIDENCE,0511,8,04A,14,5,16,11,0
HH783663,127XX S PARNELL AVE,033A,STREET,0523,9,03,16,5,16,11,0
HH783207,0000X W CHICAGO AVE,031A,PARKING LOT/GARAGE(NON.RESID.),1832,42,03,12,5,16,11,0
HH780294,010XX E 133RD ST,041A,CHA PARKING LOT/GROUNDS,0533,9,04B,0,4,15,11,0
HH780370,094XX S LAFAYETTE AVE,031A,STREET,0634,21,03,1,4,15,11,0
HH780888,079XX S BISHOP ST,031A,ALLEY,0612,21,03,11,4,15,11,0
HH780933,017XX W 79TH ST,031A,ALLEY,0611,21,03,11,4,15,11,0
HH784625,0000X W 107TH ST,1090,OTHER,0513,34,09,5,6,17,11,0
HH781052,062XX S DREXEL AVE,041A,VEHICLE NON-COMMERCIAL,0313,20,04B,2,4,15,11,0
HH782682,035XX W PALMER ST,031A,SIDEWALK,1413,26,03,6,5,16,11,0
HH782590,020XX E 68TH ST,031A,STREET,0331,5,03,3,5,16,11,0
HH782355,075XX S WENTWORTH AVE,031A,RESIDENCE,0623,17,03,0,5,16,11,0
HH784521,117XX S HALSTED ST,031A,STREET,0524,34,03,1,6,17,11,0
HH782451,014XX N LEAVITT ST,031A,STREET,1424,32,03,1,5,16,11,0
HH783256,079XX S VERNON AVE,033A,SIDEWALK,0624,6,03,13,5,16,11,0
HH783947,021XX N MILWAUKEE AVE,031A,SMALL RETAIL STORE,1431,1,03,19,5,16,11,0
HH784421,041XX N CLARENDON AVE,031A,PARKING LOT/GARAGE(NON.RESID.),2323,46,03,2,6,17,11,0
HH784153,020XX W 79TH ST,031A,SMALL RETAIL STORE,0611,18,03,22,5,16,11,0
HH782525,019XX W WASHINGTON BLVD,041A,CHA PARKING LOT/GROUNDS,1333,27,04B,1,5,16,11,0
HH783091,016XX W 59TH ST,041A,STREET,0714,15,04B,11,5,16,11,0
HH784296,028XX S ARCHER AVE,051A,STREET,0923,11,04A,23,5,16,11,0
HH777618,016XX N LONG AVE,031A,STREET,2532,37,03,19,2,13,11,0
HH786127,010XX N HERMITAGE AVE,1020,VEHICLE NON-COMMERCIAL,1322,1,09,1,0,18,11,0
HH780907,069XX S CLAREMONT AVE,051A,STREET,0832,17,04A,11,4,15,11,0
HH782022,082XX S KEDZIE AVE,031A,CLEANING STORE,0834,18,03,18,4,15,11,0
HH784665,030XX W 25TH ST,041A,VEHICLE NON-COMMERCIAL,1033,12,04B,7,6,17,11,0
HH785088,001XX W 119TH ST,051A,STREET,0522,9,04A,12,6,17,11,0
HH785730,027XX S KARLOV AVE,033A,STREET,1031,22,03,19,6,17,11,0
HH786095,043XX N BERNARD ST,041A,STREET,1723,33,04B,1,0,18,11,0
HH784430,026XX N MILWAUKEE AVE,031A,SIDEWALK,1412,35,03,0,6,17,11,0
HH582705,071XX S NORMAL BLVD,051B,OTHER,0732,6,04A,17,3,15,8,0
HH785365,029XX W MONTROSE AVE,051A,PARKING LOT/GARAGE(NON.RESID.),1724,33,04A,15,6,17,11,0
HH782553,017XX W NORTH AVE,051A,GAS STATION,1433,32,04A,2,5,16,11,0
HH784711,017XX W MONTEREY AVE,051A,STREET,2212,19,04A,7,6,17,11,0
HH785694,096XX S CHARLES ST,031A,SIDEWALK,2213,19,03,19,6,17,11,0
HH782195,071XX S EMERALD AVE,041A,VEHICLE NON-COMMERCIAL,0732,6,04B,22,4,15,11,0
HH784929,028XX N MEADE AVE,051A,RESIDENCE,2511,29,04A,0,6,17,11,0
HH784979,002XX W 79TH ST,031A,DEPARTMENT STORE,0623,17,03,11,6,17,11,0
HH785824,012XX N PINE AVE,051A,SIDEWALK,2532,37,04A,20,6,17,11,0
HH785837,050XX N ELSTON AVE,031A,STREET,1712,39,03,21,6,17,11,0
HH784865,040XX W ARMITAGE AVE,031A,RESIDENCE PORCH/HALLWAY,2525,30,03,10,6,17,11,0
HH786434,021XX S WABASH AVE,031A,STREET,0134,2,03,3,0,18,11,0
HH785136,050XX W NORTH AVE,031A,BARBERSHOP,2533,37,03,13,6,17,11,0
HH784059,084XX S EXCHANGE AVE,031A,STREET,0423,10,03,21,5,16,11,0
HH775152,003XX W LOCUST ST,041A,CHA PARKING LOT/GROUNDS,1823,27,04B,16,1,12,11,0
HH786460,060XX N NAVARRE AVE,1754,RESIDENCE,1611,41,02,0,0,1,7,1
HH786082,006XX W NORTH AVE,031A,STREET,1813,43,03,14,6,17,11,0
HH786034,092XX S MARQUETTE AVE,031A,STREET,0423,7,03,22,6,17,11,0
HH786157,093XX S PAXTON AVE,031A,STREET,0413,7,03,2,0,18,11,0
HH785173,070XX S GREEN ST,051A,STREET,0733,6,04A,12,6,17,11,0
HH786070,094XX S JUSTINE ST,051A,RESIDENCE,2221,21,04A,22,6,17,11,0
HH782276,061XX S INDIANA AVE,033A,STREET,0311,20,03,22,4,15,11,0
HH785857,074XX S MERRILL AVE,031A,RESIDENCE PORCH/HALLWAY,0333,5,03,21,6,17,11,0
HH780287,002XX E 50TH ST,041A,STREET,0224,3,04B,23,3,14,11,0
HH785505,081XX S THROOP ST,041A,RESIDENCE,0613,21,04B,17,6,17,11,0
HH781259,054XX W FULLERTON AVE,051A,STREET,2515,37,04A,14,4,15,11,0
HH766827,044XX W THOMAS ST,041B,STREET,1111,37,04B,16,4,8,11,0
HH765278,008XX N HAMLIN AVE,051A,SIDEWALK,1112,27,04A,18,3,7,11,0
HH785636,048XX W CONGRESS PKWY,041A,SIDEWALK,1533,24,04B,19,6,17,11,0
HH775278,008XX N HAMLIN AVE,051A,SIDEWALK,1112,27,04A,18,3,7,11,0
HH784353,002XX N MASON AVE,051A,RESIDENCE,1512,29,04A,0,6,17,11,0
HH778117,064XX S TALMAN AVE,031A,STREET,0825,15,03,23,2,13,11,0
HH785947,002XX N MASON AVE,051A,RESIDENCE,1512,29,04A,22,6,17,11,0
HH786766,068XX S MAY ST,051A,RESIDENCE,0724,17,04A,11,0,18,11,0
HH787904,007XX S CLAREMONT AVE,031A,ALLEY,1224,2,03,20,0,18,11,0
HH786713,019XX W HURON ST,041A,SIDEWALK,1324,1,04B,11,0,18,11,0
HH787851,025XX N MARSHFIELD AVE,031A,STREET,1931,32,03,20,0,18,11,0
HH788017,066XX S WESTERN AVE,051A,STREET,0832,15,04A,22,0,18,11,0
HH787770,024XX W 59TH ST,031A,GROCERY FOOD STORE,0824,16,03,19,0,18,11,0
HH787533,063XX S TROY ST,031A,SIDEWALK,0823,15,03,17,0,18,11,0
HH786335,107XX S EDBROOKE AVE,041A,RESIDENCE,0513,9,04B,6,0,18,11,0
HH787924,079XX S SOUTH SHORE DR,031A,SIDEWALK,0422,7,03,21,0,18,11,0
HH787876,089XX S HOUSTON AVE,041A,STREET,0424,10,04B,20,0,18,11,0
HH787378,112XX S LANGLEY AVE,041A,STREET,0531,9,04B,16,0,18,11,0
HH784905,017XX N KIMBALL AVE,031A,GROCERY FOOD STORE,1422,26,03,10,6,17,11,0
HH784365,0000X N WASHTENAW AVE,031A,STREET,1331,2,03,0,6,17,11,0
HH784078,087XX S SAGINAW AVE,051A,STREET,0423,7,04A,18,5,16,11,0
HH780235,012XX N KOSTNER AVE,031A,STREET,2533,37,03,23,3,14,11,0
HH788349,118XX S STATE ST,1020,VEHICLE NON-COMMERCIAL,0522,34,09,6,1,19,11,0
HH788449,039XX W CHICAGO AVE,041A,STREET,1112,27,04B,21,0,18,11,0
HH787975,012XX S KILDARE AVE,051A,SIDEWALK,1011,24,04A,19,0,18,11,0
HH771776,047XX S WOLCOTT AVE,031A,STREET,0931,20,03,22,0,11,11,0
HH786602,016XX N SAWYER AVE,051A,APARTMENT,1421,26,04A,10,0,18,11,0
HH786719,020XX N CICERO AVE,031A,COMMERCIAL / BUSINESS OFFICE,2522,31,03,11,0,18,11,0
HH787304,064XX S HONORE ST,051A,SIDEWALK,0726,15,04A,16,0,18,11,0
HH785470,088XX S PRINCETON AVE,031A,STREET,0634,21,03,20,5,16,11,0
HH787592,015XX S LAWNDALE AVE,051A,RESIDENCE PORCH/HALLWAY,1014,24,04A,17,0,18,11,0
HH787355,064XX S HONORE ST,051A,VACANT LOT/LAND,0726,15,04A,16,0,18,11,0
HH787331,050XX S JUSTINE ST,041A,STREET,0931,16,04B,16,0,18,11,0
HH788178,066XX S WINCHESTER AVE,041A,SIDEWALK,0726,15,04B,0,1,19,11,0
HH786326,001XX E WALTON ST,031A,STREET,1833,42,03,8,0,18,11,0
HH786393,071XX S INDIANA AVE,031A,SIDEWALK,0323,6,03,8,0,18,11,0
HH783718,009XX N CENTRAL PARK AVE,033A,GROCERY FOOD STORE,1112,27,03,17,5,16,11,0
HH780261,002XX E 50TH ST,041A,STREET,0224,3,04B,23,3,14,11,0
HH787657,013XX E 72ND ST,031A,STREET,0324,5,03,18,0,18,11,0
HH783905,034XX W LEXINGTON ST,031A,STREET,1133,24,03,19,5,16,11,0
HH787536,052XX N SHERIDAN RD,051A,SIDEWALK,2023,48,04A,17,0,18,11,0
HH787328,015XX N FREMONT ST,031A,PARKING LOT/GARAGE(NON.RESID.),1822,43,03,16,0,18,11,0
HH763172,009XX N HARDING AVE,041A,STREET,1112,27,04B,18,2,6,11,0
HH776916,005XX N CICERO AVE,041A,STREET,1111,28,04B,15,2,13,11,0
HH777134,024XX W MONROE ST,031A,STREET,1125,2,03,15,2,13,11,0
HH780165,009XX S WESTERN AVE,033A,STREET,1135,28,03,22,3,14,11,0
HH787144,052XX W CHICAGO AVE,031A,STREET,1524,37,03,14,0,18,11,0
HH788767,073XX S EVANS AVE,1090,RESIDENCE,0323,6,09,10,1,19,11,0
HH787782,003XX N CENTRAL AVE,031A,SIDEWALK,1512,29,03,19,0,18,11,0
HH788420,070XX S WESTERN AVE,031A,STREET,0832,17,03,7,1,19,11,0
HH788043,067XX N GLENWOOD AVE,031A,STREET,2432,40,03,22,0,18,11,0
HH789703,022XX W NORTH AVE,031A,OTHER,1424,1,03,18,1,19,11,0
HH787964,084XX S DR MARTIN LUTHER KING JR DR,041A,RESIDENCE,0632,6,04B,21,0,18,11,0
HH789600,048XX S KEDZIE AVE,041A,RESIDENCE,0821,14,04B,15,1,19,11,0
HH790265,094XX S WESTERN AVE,031A,SIDEWALK,2221,19,03,22,1,19,11,0
HH789161,019XX N ALBANY AVE,031A,GROCERY FOOD STORE,1421,35,03,13,1,19,11,0
HH789927,047XX N DRAKE AVE,033A,STREET,1723,33,03,20,1,19,11,0
HH789911,028XX S DRAKE AVE,031A,ALLEY,1032,22,03,19,1,19,11,0
HH787143,036XX N PULASKI RD,051A,BAR OR TAVERN,1732,30,04A,11,0,18,11,0
HH790050,023XX S HAMLIN AVE,1090,RESIDENCE,1013,22,09,21,1,19,11,0
HH787915,093XX S RIDGELAND AVE,033A,ALLEY,0413,8,03,21,0,18,11,0
HH787993,017XX W 82ND ST,031A,SIDEWALK,0614,18,03,21,0,18,11,0
HH789538,027XX E 92ND ST,031A,SIDEWALK,0423,7,03,17,1,19,11,0
HH789065,093XX S PERRY AVE,031A,SIDEWALK,0634,21,03,3,1,19,11,0
HH789902,084XX S STONY ISLAND AVE,031A,OTHER,0412,8,03,19,1,19,11,0
HH789299,091XX S MARSHFIELD AVE,031A,STREET,2221,21,03,15,1,19,11,0
HH790129,071XX S DAMEN AVE,041A,STREET,0735,17,04B,21,1,19,11,0
HH787026,019XX E 76TH ST,031A,PARK PROPERTY,0414,8,03,12,0,18,11,0
HH788722,026XX W 47TH ST,031A,RESIDENCE-GARAGE,0911,12,03,6,1,19,11,0
HH789091,002XX E 116TH ST,051A,STREET,0532,9,04A,13,1,19,11,0
HH785850,023XX S STATE ST,051A,CHA PARKING LOT/GROUNDS,0134,3,04A,20,6,17,11,0
HH790153,029XX E 83RD ST,033A,VACANT LOT/LAND,0424,10,03,22,1,19,11,0
HH789943,072XX S WENTWORTH AVE,031A,SIDEWALK,0731,17,03,19,1,19,11,0
HH790355,012XX W FULLERTON AVE,031A,ALLEY,1811,32,03,1,2,20,11,0
HH779835,039XX W JACKSON BLVD,041A,STREET,1122,28,04B,19,3,14,11,0
HH780624,077XX S INGLESIDE AVE,031A,STREET,0624,8,03,18,2,13,11,0
HH784525,022XX N CENTRAL PARK AVE,041A,VEHICLE NON-COMMERCIAL,2525,26,04B,3,6,17,11,0
HH787981,067XX S EBERHART AVE,041A,OTHER,0321,20,04B,18,0,18,11,0
HH787831,132XX S GREENWOOD AVE,041B,CHA PARKING LOT/GROUNDS,0533,9,04B,19,0,18,11,0
HH789776,060XX W BARRY AVE,031A,STREET,2511,36,03,18,1,19,11,0
HH789995,018XX N MASON AVE,031A,RESIDENCE PORCH/HALLWAY,2531,29,03,20,0,18,11,0
HH787170,056XX W DIVISION ST,031A,BARBERSHOP,2531,29,03,15,0,18,11,0
HH776694,006XX E 95TH ST,031A,STREET,0633,9,03,12,2,13,11,0
HH777054,065XX S PEORIA ST,041A,APARTMENT,0723,16,04B,15,2,13,11,0
HH787526,041XX W NORTH AVE,031A,SMALL RETAIL STORE,2534,30,03,17,0,18,11,0
HH789669,002XX W 111TH PL,041A,ALLEY,0522,34,04B,18,1,19,11,0
HH789077,071XX S WOODLAWN AVE,051A,SIDEWALK,0324,5,04A,13,1,19,11,0
HH789314,066XX S COTTAGE GROVE AVE,033A,STREET,0321,20,03,7,1,19,11,0
HH787472,041XX W MADISON ST,031A,STREET,1115,28,03,16,0,18,11,0
HH787168,040XX W MADISON ST,031A,SMALL RETAIL STORE,1115,28,03,15,0,18,11,0
HH790626,101XX S PRINCETON AVE,1025,RESIDENCE,0511,9,09,8,2,20,11,0
HH786001,003XX S WHIPPLE ST,1753,RESIDENCE,1124,28,02,11,4,8,11,1
HH788554,057XX S PRAIRIE AVE,033A,STREET,0234,20,03,9,1,19,11,0
HH785840,003XX S TRUMBULL AVE,033A,SIDEWALK,1133,28,03,21,6,17,11,0
HH773686,036XX W DIVISION ST,041A,STREET,1112,27,04B,21,0,11,11,0
