Case number,Block,IUCR,Location Description,Beat,Ward,FBI Code,Hour,Weekday,Monthday,Month,Violent
HH546258,048XX N FRANCISCO AVE,1020,VEHICLE NON-COMMERCIAL,2031,40,09,22,0,29,7,0
HH547292,076XX W CORNELIA AVE,1020,VEHICLE NON-COMMERCIAL,1631,36,09,22,1,30,7,0
HH548065,121XX S UNION AVE,1020,VEHICLE NON-COMMERCIAL,0523,34,09,10,2,31,7,0
HH539852,007XX N CHRISTIANA AVE,051B,RESIDENCE,1121,27,04A,17,5,27,7,0
HH547304,049XX W FOSTER AVE,051A,SIDEWALK,1621,45,04A,22,1,30,7,0
HH547668,100XX S OGLESBY AVE,1754,RESIDENCE,0431,7,02,8,0,29,7,1
HH548869,006XX E 71ST ST,051B,OTHER,0322,6,04A,17,2,31,7,0
HH548368,081XX S HONORE ST,051A,STREET,0614,18,04A,13,2,31,7,0
HH547384,089XX S EMERALD AVE,051A,RESIDENCE PORCH/HALLWAY,2223,21,04A,21,1,30,7,0
HH549905,070XX S WOODLAWN AVE,041A,STREET,0321,5,04B,1,3,1,8,0
HH548521,043XX S ASHLAND AVE,031A,RESTAURANT,0914,12,03,14,2,31,7,0
HH549848,056XX S BLACKSTONE AVE,031A,STREET,2133,5,03,1,3,1,8,0
HH548691,054XX S WENTWORTH AVE,031A,SMALL RETAIL STORE,0232,3,03,15,2,31,7,0
HH547573,070XX S PAXTON AVE,041A,STREET,0331,5,04B,1,2,31,7,0
HH509613,018XX W 63RD ST,041A,STREET,0714,15,04B,23,4,12,7,0
HH548444,062XX S DR MARTIN LUTHER KING JR DR,031A,SIDEWALK,0313,20,03,13,2,31,7,0
HH510445,006XX W ENGLEWOOD AVE,033A,STREET,0711,16,03,22,6,14,7,0
HH511632,060XX S WINCHESTER AVE,031A,RESIDENCE,0714,15,03,21,3,20,6,0
HH549640,003XX W 23RD PL,1020,OTHER,2111,25,09,16,2,31,7,0
HH549842,001XX N STATE ST,031A,CTA PLATFORM,0122,42,03,0,3,1,8,0
HH547645,026XX W CONGRESS PKWY,031A,STREET,1135,28,03,3,2,31,7,0
HH547052,031XX W FLOURNOY ST,041A,STREET,1134,24,04B,19,1,30,7,0
HH546310,033XX W AUGUSTA BLVD,031A,OTHER,1121,27,03,15,1,30,7,0
HH510460,061XX S MARSHFIELD AVE,051A,STREET,0714,15,04A,20,6,14,7,0
HH549926,064XX S MAY ST,041A,RESIDENCE PORCH/HALLWAY,0724,16,04B,2,3,1,8,0
HH549938,009XX W 59TH ST,041A,PARKING LOT/GARAGE(NON.RESID.),0712,16,04B,2,3,1,8,0
HH549273,071XX S SANGAMON ST,041A,ALLEY,0733,17,04B,20,2,31,7,0
HH546584,010XX N LAWLER AVE,041A,STREET,1531,37,04B,5,6,28,7,0
HH546552,001XX N LONG AVE,051A,RESIDENCE PORCH/HALLWAY,1523,28,04A,18,1,30,7,0
HH551154,003XX W 23RD ST,1010,RESIDENCE,2111,25,09,16,3,1,8,0
HH551729,043XX W OHIO ST,1020,OTHER RAILROAD PROP / TRAIN DEPOT,1111,28,09,22,3,1,8,0
HH001452,001XX N ASHLAND AVE,031A,SIDEWALK,1333,27,03,5,3,1,8,0
HH539294,003XX S LOCKWOOD AVE,041A,STREET,1522,29,04B,13,5,27,7,0
HH550098,0000X N KEDZIE AVE,031A,RESIDENCE PORCH/HALLWAY,1331,28,03,8,3,1,8,0
HH550267,010XX W ADAMS ST,031A,STREET,1213,2,03,10,3,1,8,0
HH530064,048XX W CHICAGO AVE,031A,ALLEY,1531,28,03,14,1,23,7,0
HH510654,056XX S PRINCETON AVE,041A,RESIDENCE PORCH/HALLWAY,0711,3,04B,1,0,15,7,0
HH550967,006XX W 116TH ST,041A,ALLEY,0524,34,04B,16,3,1,8,0
HH550054,013XX W 13TH ST,041A,STREET,1231,2,04B,8,3,1,8,0
HH516195,073XX S SEELEY AVE,051A,RESIDENCE,0735,17,04A,10,2,17,7,0
HH552030,092XX S YATES BLVD,031A,SIDEWALK,0423,7,03,0,4,2,8,0
HH510715,071XX S WINCHESTER AVE,031A,SIDEWALK,0735,17,03,3,0,15,7,0
HH549071,048XX W CHICAGO AVE,041A,SIDEWALK,1531,37,04B,18,2,31,7,0
HH547861,076XX N BOSWORTH AVE,031A,RESIDENCE PORCH/HALLWAY,2422,49,03,7,2,31,7,0
HH549127,054XX W BERTEAU AVE,051A,RESIDENCE PORCH/HALLWAY,1624,38,04A,18,2,31,7,0
HH551286,030XX W CERMAK RD,041A,STREET,1022,24,04B,18,3,1,8,0
HH550050,039XX W OGDEN AVE,031A,POLICE FACILITY/VEH PARKING LOT,1013,22,03,8,3,1,8,0
HH551232,031XX W DIVERSEY AVE,031A,OTHER,1411,35,03,18,3,1,8,0
HH550347,021XX S PULASKI RD,031A,STREET,1012,24,03,10,3,1,8,0
HH552344,005XX N HAMLIN AVE,051B,SIDEWALK,1122,27,04A,15,2,31,7,0
HH552192,019XX S UNION AVE,031A,SIDEWALK,1233,25,03,0,4,2,8,0
HH550751,086XX S VINCENNES AVE,031A,ALLEY,0622,21,03,14,3,1,8,0
HH551060,084XX S MAY ST,033A,SIDEWALK,0613,21,03,16,3,1,8,0
HH551266,007XX E 87TH ST,031A,SMALL RETAIL STORE,0632,6,03,18,3,1,8,0
HH539333,016XX E 70TH ST,051A,RESIDENCE,0332,5,04A,14,5,27,7,0
HH551455,077XX S UNION AVE,041A,RESIDENCE PORCH/HALLWAY,0621,17,04B,19,3,1,8,0
HH548719,080XX S LOOMIS BLVD,041A,SIDEWALK,0612,21,04B,15,2,31,7,0
HH550144,061XX S ABERDEEN ST,041A,STREET,0712,16,04B,10,3,1,8,0
HH547514,069XX S ADA ST,041A,STREET,0734,17,04B,0,2,31,7,0
HH551081,067XX S EMERALD AVE,031A,STREET,0723,6,03,17,3,1,8,0
HH550501,070XX S WENTWORTH AVE,031A,RESIDENCE PORCH/HALLWAY,0731,6,03,12,3,1,8,0
HH549706,075XX S STATE ST,051A,STREET,0623,6,04A,22,2,31,7,0
HH552050,040XX N CALIFORNIA AVE,041B,PARK PROPERTY,1724,33,04B,1,4,2,8,0
HH538600,062XX S MAY ST,031A,SIDEWALK,0712,16,03,3,5,27,7,0
HH546659,021XX E 71ST ST,041A,ALLEY,0333,5,04B,17,1,30,7,0
HH551110,063XX S VERNON AVE,031A,ALLEY,0312,20,03,17,3,1,8,0
HH552166,086XX S KINGSTON AVE,051A,RESIDENCE PORCH/HALLWAY,0423,7,04A,4,4,2,8,0
HH551837,022XX E 69TH ST,031A,OTHER,0331,5,03,23,3,1,8,0
HH001388,012XX N KILDARE AVE,041A,STREET,2534,37,04B,3,3,1,8,0
HH548159,0000X E 71ST ST,031A,GAS STATION,0323,6,03,11,2,31,7,0
HH551906,049XX S HALSTED ST,041A,STREET,0935,3,04B,0,4,2,8,0
HH551490,048XX S JUSTINE ST,041B,RESIDENCE PORCH/HALLWAY,0931,20,04B,20,3,1,8,0
HH551506,022XX W 47TH ST,031A,SIDEWALK,0914,12,03,19,3,1,8,0
HH550539,053XX S PEORIA ST,031A,SIDEWALK,0934,20,03,13,3,1,8,0
HH548710,010XX W 63RD ST,031A,SMALL RETAIL STORE,0712,16,03,15,2,31,7,0
HH551738,049XX S LAFLIN ST,041A,SIDEWALK,0931,20,04B,22,3,1,8,0
HH551893,047XX S DR MARTIN LUTHER KING JR DR,041A,STREET,0224,3,04B,0,4,2,8,0
HH550290,003XX E 47TH ST,031A,SIDEWALK,0222,3,03,10,3,1,8,0
HH517124,004XX W 74TH ST,051A,STREET,0732,17,04A,18,2,17,7,0
HH551527,004XX E MORGAN DR,031A,PARK PROPERTY,0234,20,03,20,2,31,7,0
HH551741,093XX S RACINE AVE,051A,SIDEWALK,2222,21,04A,22,3,1,8,0
HH513601,070XX S EMERALD AVE,033A,STREET,0732,6,03,8,2,17,7,0
HH543761,093XX S DR MARTIN LUTHER KING JR DR,051B,SIDEWALK,0633,6,04A,12,0,29,7,0
HH001446,009XX N KARLOV AVE,031A,SIDEWALK,1111,37,03,11,3,1,8,0
HH550296,036XX W POLK ST,031A,PARKING LOT/GARAGE(NON.RESID.),1133,24,03,10,3,1,8,0
HH552121,028XX W FIFTH AVE,031A,SIDEWALK,1124,2,03,3,4,2,8,0
HH550158,005XX S FINANCIAL PL,033A,PARKING LOT/GARAGE(NON.RESID.),0131,2,03,9,3,1,8,0
HH550566,040XX W LEXINGTON ST,051A,STREET,1132,24,04A,13,3,1,8,0
HH550334,021XX N LARAMIE AVE,031A,GROCERY FOOD STORE,2522,37,03,11,3,1,8,0
HH517570,056XX S LOOMIS BLVD,041A,SIDEWALK,0713,16,04B,1,3,18,7,0
HH517624,021XX W 72ND PL,031A,STREET,0735,17,03,1,3,18,7,0
HH517738,008XX W GARFIELD BLVD,031A,GAS STATION,0712,20,03,3,3,18,7,0
HH542569,028XX N MANGO AVE,051A,SIDEWALK,2514,30,04A,23,6,28,7,0
HH554271,020XX S ALLPORT ST,051A,STREET,1222,25,04A,23,4,2,8,0
HH548648,123XX S STATE ST,051A,RESIDENCE,0532,9,04A,15,2,31,7,0
HH641207,003XX E PERSHING RD,031A,GROCERY FOOD STORE,0211,3,03,16,2,11,9,0
HH554236,051XX S KOSTNER AVE,031A,RESIDENCE-GARAGE,0815,23,03,22,4,2,8,0
HH552106,013XX S KOLIN AVE,031A,SIDEWALK,1011,24,03,2,4,2,8,0
HH554481,052XX S TRUMBULL AVE,041A,STREET,0822,14,04B,2,5,3,8,0
HH550009,041XX W 26TH ST,031A,GROCERY FOOD STORE,1031,22,03,7,3,1,8,0
HH524233,057XX S WINCHESTER AVE,051A,ALLEY,0715,15,04A,21,5,20,7,0
HH552533,059XX S ARCHER AVE,031A,TAVERN/LIQUOR STORE,0811,23,03,10,4,2,8,0
HH553301,069XX S CAMPBELL AVE,031A,ALLEY,0832,15,03,16,4,2,8,0
HH553076,084XX S KEDZIE AVE,031A,OTHER,0834,18,03,14,4,2,8,0
HH553954,084XX S COLFAX AVE,051A,RESIDENCE PORCH/HALLWAY,0423,7,04A,21,4,2,8,0
HH554196,035XX W LAWRENCE AVE,041A,SIDEWALK,1723,33,04B,0,5,3,8,0
HH554178,076XX S STEWART AVE,051A,APARTMENT,0621,17,04A,23,4,2,8,0
HH551734,021XX S FAIRFIELD AVE,041A,ALLEY,1023,28,04B,21,3,1,8,0
HH553410,014XX S WABASH AVE,031A,OTHER,0132,2,03,16,4,2,8,0
HH554458,107XX S GREEN BAY AVE,041A,ALLEY,0432,10,04B,1,5,3,8,0
HH554354,029XX W 66TH ST,031A,STREET,0831,15,03,1,5,3,8,0
HH554267,058XX S WHIPPLE ST,031A,SIDEWALK,0824,14,03,0,5,3,8,0
HH524418,007XX W 61ST ST,041A,STREET,0711,16,04B,21,5,20,7,0
HH525464,072XX S UNION AVE,041A,STREET,0732,17,04B,13,6,21,7,0
HH549830,008XX N LATROBE AVE,041A,STREET,1524,37,04B,0,3,1,8,0
HH547582,048XX W BELMONT AVE,031A,STREET,1634,30,03,1,2,31,7,0
HH552742,078XX S GREEN ST,041A,SIDEWALK,0621,17,04B,11,4,2,8,0
HH553263,079XX S NORMAL AVE,031A,SIDEWALK,0621,17,03,16,4,2,8,0
HH550205,0000X S PARKSIDE AVE,051A,RESIDENCE PORCH/HALLWAY,1513,29,04A,9,3,1,8,0
HH549537,051XX W WASHINGTON BLVD,051A,SIDEWALK,1533,28,04A,21,2,31,7,0
HH553333,061XX S CARPENTER ST,041A,STREET,0712,16,04B,16,4,2,8,0
HH551565,006XX N MAYFIELD AVE,031A,SIDEWALK,1511,29,03,20,3,1,8,0
HH553190,107XX S WABASH AVE,051A,STREET,0513,9,04A,15,4,2,8,0
HH554503,038XX W CERMAK RD,031A,STREET,1014,24,03,2,5,3,8,0
HH554356,021XX S WASHTENAW AVE,041A,STREET,1023,28,04B,1,5,3,8,0
HH525860,061XX S ADA ST,1753,APARTMENT,0713,16,02,17,4,21,6,1
HH549886,043XX S MICHIGAN AVE,031A,PARKING LOT/GARAGE(NON.RESID.),0221,3,03,1,3,1,8,0
HH550705,079XX S DANTE AVE,031A,RESIDENCE,0411,8,03,14,3,1,8,0
HH524854,071XX S EMERALD AVE,031A,OTHER,0732,6,03,4,6,21,7,0
HH553750,0000X E 104TH ST,031A,SIDEWALK,0512,9,03,19,4,2,8,0
HH550601,080XX S BRANDON AVE,031A,BAR OR TAVERN,0422,7,03,13,3,1,8,0
HH528367,057XX S DAMEN AVE,031A,GROCERY FOOD STORE,0715,15,03,18,0,22,7,0
HH550664,079XX S KENWOOD AVE,031A,STREET,0411,8,03,14,3,1,8,0
HH520117,070XX S NORMAL BLVD,031A,SIDEWALK,0732,6,03,5,4,19,7,0
HH554531,025XX E 93RD ST,033A,STREET,0423,7,03,4,5,3,8,0
HH554524,045XX S TALMAN AVE,041A,RESIDENCE,0912,12,04B,5,5,3,8,0
HH553208,004XX N WALLER AVE,031A,STREET,1512,29,03,15,4,2,8,0
HH554145,003XX N MASON AVE,031A,ALLEY,1512,29,03,23,4,2,8,0
HH523313,062XX S JUSTINE ST,041A,STREET,0713,16,04B,13,5,20,7,0
HH528339,067XX S GREEN ST,051A,STREET,0723,17,04A,17,0,22,7,0
HH520636,007XX W 71ST ST,051A,STREET,0732,6,04A,11,4,19,7,0
HH545602,040XX S MICHIGAN AVE,031A,STREET,0214,3,03,10,1,30,7,0
HH529187,009XX W 59TH ST,041A,VEHICLE NON-COMMERCIAL,0712,16,04B,3,1,23,7,0
HH523599,058XX S HALSTED ST,031A,DEPARTMENT STORE,0711,20,03,16,5,20,7,0
HH521625,001XX W 69TH ST,031A,PARKING LOT/GARAGE(NON.RESID.),0731,6,03,15,4,19,7,0
HH552810,062XX S COTTAGE GROVE AVE,031A,ALLEY,0313,20,03,12,4,2,8,0
HH553814,074XX S WOODLAWN AVE,041A,STREET,0324,5,04B,20,4,2,8,0
HH523707,071XX S CARPENTER ST,051A,STREET,0733,17,04A,17,5,20,7,0
HH554071,052XX W BELMONT AVE,031A,GROCERY FOOD STORE,2514,30,03,22,4,2,8,0
HH529637,060XX S NORMAL BLVD,051A,APARTMENT,0711,20,04A,10,1,23,7,0
HH551886,025XX N CENTRAL AVE,041A,STREET,2515,30,04B,23,3,1,8,0
HH552939,027XX N NARRAGANSETT AVE,031A,SIDEWALK,2512,29,03,13,4,2,8,0
HH553319,026XX N NARRAGANSETT AVE,031A,SIDEWALK,2512,36,03,12,4,2,8,0
HH556220,050XX S LOOMIS BLVD,1020,OTHER,0933,16,09,22,5,3,8,0
HH555133,022XX W WARREN BLVD,041A,RESIDENCE,1332,2,04B,8,4,2,8,0
HH555321,022XX W WARREN BLVD,031A,STREET,1332,2,03,2,5,3,8,0
HH554165,028XX N CLYBOURN AVE,041A,STREET,1913,1,04B,23,4,2,8,0
HH531000,065XX S LAFLIN ST,051A,RESIDENCE,0725,17,04A,8,5,20,7,0
HH555547,028XX W 21ST ST,031A,STREET,1023,12,03,15,5,3,8,0
HH556064,015XX S RIDGEWAY AVE,031A,RESIDENCE PORCH/HALLWAY,1014,24,03,20,5,3,8,0
HH556370,058XX S CHRISTIANA AVE,041A,ALLEY,0822,14,04B,23,5,3,8,0
HH556622,064XX S RICHMOND ST,041A,STREET,0823,15,04B,2,6,4,8,0
HH556080,073XX S ROCKWELL ST,041A,VEHICLE NON-COMMERCIAL,0835,18,04B,21,5,3,8,0
HH531458,004XX W 65TH PL,031A,TAXICAB,0722,20,03,0,2,24,7,0
HH555000,027XX W 66TH ST,031A,SIDEWALK,0831,15,03,11,5,3,8,0
HH531515,020XX W 68TH ST,041A,SIDEWALK,0726,17,04B,2,2,24,7,0
HH553115,011XX N AUSTIN BLVD,033A,STREET,1511,29,03,14,4,2,8,0
HH556328,048XX W CORTEZ ST,041A,STREET,1531,37,04B,23,5,3,8,0
HH553811,008XX E HYDE PARK BLVD,051A,SIDEWALK,2124,4,04A,19,4,2,8,0
HH556248,050XX S PRAIRIE AVE,031A,VACANT LOT/LAND,0224,3,03,22,5,3,8,0
HH556811,023XX S STATE ST,031A,CHA HALLWAY/STAIRWELL/ELEVATOR,0134,3,03,5,6,4,8,0
HH532586,003XX W 75TH ST,051A,SIDEWALK,0731,17,04A,14,2,24,7,0
HH556541,015XX E 55TH ST,031A,DRUG STORE,2132,4,03,1,6,4,8,0
HH556533,065XX S UNIVERSITY AVE,051A,RESIDENCE,0321,20,04A,1,6,4,8,0
HH555731,072XX S STONY ISLAND AVE,041A,OTHER,0324,5,04B,17,5,3,8,0
HH556295,084XX S COLFAX AVE,041A,VEHICLE NON-COMMERCIAL,0423,7,04B,10,5,3,8,0
HH556793,056XX S WASHTENAW AVE,031A,STREET,0824,16,03,4,6,4,8,0
HH556405,085XX S COLFAX AVE,051A,STREET,0423,7,04A,23,5,3,8,0
HH553959,071XX S VERNON AVE,041A,STREET,0323,6,04B,21,4,2,8,0
HH554160,079XX S EBERHART AVE,031A,STREET,0624,6,03,23,4,2,8,0
HH533419,063XX S EGGLESTON AVE,1753,RESIDENCE,0722,20,02,2,1,23,7,1
HH556601,064XX S UNIVERSITY AVE,031A,"SCHOOL, PUBLIC, GROUNDS",0314,20,03,21,5,3,8,0
HH533629,072XX S WENTWORTH AVE,051A,SIDEWALK,0731,17,04A,23,2,24,7,0
HH556637,016XX S MILLARD AVE,031A,STREET,1014,24,03,1,6,4,8,0
HH554411,094XX S LAFAYETTE AVE,033A,RESTAURANT,0634,21,03,2,5,3,8,0
HH555597,074XX S JEFFERY BLVD,031A,STREET,0333,8,03,16,5,3,8,0
HH554452,003XX E 79TH ST,031A,STREET,0623,6,03,2,5,3,8,0
HH555238,050XX S LOOMIS BLVD,1020,RESIDENCE,0933,16,09,13,5,3,8,0
HH550816,062XX S CALUMET AVE,031A,STREET,0311,20,03,2,3,1,8,0
HH555602,027XX E 95TH ST,033A,CAR WASH,0431,10,03,15,5,3,8,0
HH556773,028XX E 95TH ST,031A,STREET,0423,10,03,4,6,4,8,0
HH555993,094XX S WENTWORTH AVE,051A,RESIDENCE,0634,21,04A,19,5,3,8,0
HH556670,077XX S KINGSTON AVE,051A,STREET,0421,7,04A,2,6,4,8,0
HH551429,048XX S WOLCOTT AVE,041A,SIDEWALK,0915,20,04B,19,3,1,8,0
HH556766,021XX W HURON ST,051A,STREET,1313,1,04A,4,6,4,8,0
HH554148,021XX N KIMBALL AVE,033A,SIDEWALK,1413,26,03,23,4,2,8,0
HH533706,059XX S WINCHESTER AVE,041A,SIDEWALK,0714,15,04B,0,3,25,7,0
HH554229,091XX S COTTAGE GROVE AVE,041A,STREET,0633,6,04B,0,5,3,8,0
HH556422,019XX W 87TH ST,031A,PARKING LOT/GARAGE(NON.RESID.),0614,18,03,22,5,3,8,0
HH556556,112XX S THROOP ST,051A,STREET,2234,34,04A,1,6,4,8,0
HH534309,067XX S SANGAMON ST,031A,SIDEWALK,0723,17,03,10,3,25,7,0
HH555825,073XX S WOODLAWN AVE,041A,APARTMENT,0324,5,04B,18,5,3,8,0
HH556166,044XX W BELDEN AVE,051A,RESIDENCE PORCH/HALLWAY,2522,31,04A,21,5,3,8,0
HH555878,068XX S STONY ISLAND AVE,031A,SIDEWALK,0332,5,03,15,5,3,8,0
HH556590,058XX W FULLERTON AVE,031A,STREET,2515,37,03,1,3,4,7,0
HH555917,037XX W WABANSIA AVE,031A,STREET,2535,26,03,18,5,3,8,0
HH547626,043XX W BELDEN AVE,041A,SIDEWALK,2522,31,04B,3,2,31,7,0
HH547643,043XX W FULLERTON AVE,041A,RESIDENCE PORCH/HALLWAY,2522,31,04B,3,2,31,7,0
HH558484,047XX W 63RD ST,031A,GAS STATION,0813,13,03,22,6,4,8,0
HH557346,060XX S KEDZIE AVE,031A,GROCERY FOOD STORE,0823,16,03,13,6,4,8,0
HH557823,062XX S CAMPBELL AVE,051A,ALLEY,0825,15,04A,17,6,4,8,0
HH556852,118XX S HARVARD AVE,031A,STREET,0522,34,03,5,6,4,8,0
HH558328,038XX N WESTERN AVE,031A,GROCERY FOOD STORE,1912,47,03,21,6,4,8,0
HH547653,012XX E 79TH ST,051A,BAR OR TAVERN,0411,8,04A,3,2,31,7,0
HH556752,008XX W GEORGE ST,031A,SIDEWALK,1932,44,03,3,6,4,8,0
HH558416,016XX S KARLOV AVE,051A,APARTMENT,1012,24,04A,22,6,4,8,0
HH548252,062XX S SACRAMENTO AVE,051A,STREET,0823,15,04A,12,2,31,7,0
HH535893,071XX S VINCENNES AVE,031A,STREET,0731,6,03,22,3,25,7,0
HH557454,014XX S SAWYER AVE,041A,STREET,1022,24,04B,13,6,4,8,0
HH558671,004XX S RACINE AVE,031A,CTA PLATFORM,1213,2,03,0,0,5,8,0
HH556418,048XX W RACE AVE,041A,ALLEY,1532,28,04B,23,5,3,8,0
HH554293,034XX W BELMONT AVE,041A,STREET,1412,35,04B,1,5,3,8,0
HH554467,023XX W MC LEAN AVE,041A,STREET,1432,32,04B,1,5,3,8,0
HH558837,026XX N CLARK ST,1090,RESTAURANT,1933,43,09,5,0,5,8,0
HH558809,001XX N LEAVITT ST,031A,STREET,1332,2,03,4,0,5,8,0
HH554123,012XX W FOSTER AVE,041A,GAS STATION,2033,46,04B,22,4,2,8,0
HH554609,0000X S WESTERN AVE,031A,SIDEWALK,1211,2,03,4,5,3,8,0
HH558813,019XX E 71ST ST,041A,STREET,0332,5,04B,5,0,5,8,0
HH557910,020XX S ALLPORT ST,041A,STREET,1222,25,04B,18,6,4,8,0
HH556916,047XX S LAFLIN ST,051A,STREET,0931,20,04A,20,5,3,8,0
HH558803,013XX E 72ND PL,031A,RESIDENCE,0324,5,03,3,0,5,8,0
HH555327,028XX N MASON AVE,041A,STREET,2514,30,04B,13,5,3,8,0
HH556452,022XX N LOCKWOOD AVE,041A,VEHICLE NON-COMMERCIAL,2515,37,04B,0,6,4,8,0
HH556232,075XX S RHODES AVE,041A,STREET,0624,6,04B,22,5,3,8,0
HH558700,013XX E 72ND PL,033A,APARTMENT,0324,5,03,0,0,5,8,0
HH556527,002XX W 79TH ST,031A,OTHER,0623,17,03,0,6,4,8,0
HH557561,082XX S LAFLIN ST,051A,SIDEWALK,0614,21,04A,14,6,4,8,0
HH556780,004XX E 75TH ST,031A,ALLEY,0624,6,03,4,6,4,8,0
HH542356,037XX W CHICAGO AVE,051A,SIDEWALK,1112,27,04A,21,6,28,7,0
HH556983,076XX S STEWART AVE,041B,STREET,0621,17,04B,9,6,4,8,0
HH554768,036XX S ASHLAND AVE,031A,OTHER,0922,11,03,8,5,3,8,0
HH554440,070XX W GRAND AVE,031A,SIDEWALK,2512,36,03,2,5,3,8,0
HH557712,073XX S STONY ISLAND AVE,031A,GROCERY FOOD STORE,0324,5,03,15,6,4,8,0
HH536162,062XX S MARSHFIELD AVE,041A,RESIDENCE PORCH/HALLWAY,0714,15,04B,3,4,26,7,0
HH557680,048XX W DIVERSEY AVE,031A,SMALL RETAIL STORE,2521,31,03,16,6,4,8,0
HH336318,111XX S MICHIGAN AVE,041A,STREET,0531,9,04B,12,6,28,4,0
HH549494,015XX N TALMAN AVE,051A,SIDEWALK,1423,26,04A,20,2,31,7,0
HH554492,041XX W PALMER ST,031A,SIDEWALK,2525,31,03,3,5,3,8,0
HH550498,003XX W LOCUST ST,031A,SIDEWALK,1823,27,03,0,3,1,8,0
HH557801,040XX W BARRY AVE,031A,ALLEY,2523,31,03,16,6,4,8,0
HH557155,063XX S COTTAGE GROVE AVE,031A,STREET,0312,20,03,4,6,4,8,0
HH547095,003XX S WHIPPLE ST,041B,SIDEWALK,1124,28,04B,20,1,30,7,0
HH556707,035XX W WOLFRAM ST,051A,SIDEWALK,1412,35,04A,3,6,4,8,0
HH538419,071XX S EMERALD AVE,041A,STREET,0732,6,04B,1,5,27,7,0
HH538453,055XX S SANGAMON ST,031A,STREET,0712,16,03,0,5,27,7,0
HH557887,050XX N WINTHROP AVE,031A,SIDEWALK,2024,48,03,17,6,4,8,0
HH539652,058XX S PRINCETON AVE,051A,STREET,0711,20,04A,15,5,27,7,0
HH538551,063XX S LOWE AVE,051A,STREET,0723,20,04A,23,3,25,7,0
HH539676,071XX S EMERALD AVE,041A,SIDEWALK,0732,6,04B,15,5,27,7,0
HH648024,058XX W DIVISION ST,031A,BARBERSHOP,2531,29,03,17,5,14,9,0
HH554473,006XX N ST LOUIS AVE,051A,STREET,1121,27,04A,3,5,3,8,0
HH557918,053XX S INDIANA AVE,051A,STREET,0232,3,04A,17,6,4,8,0
HH556239,003XX E PERSHING RD,031A,SIDEWALK,0211,3,03,22,5,3,8,0
HH558833,049XX S STATE ST,041A,CHA PARKING LOT/GROUNDS,0231,3,04B,5,0,5,8,0
HH556879,003XX W LOCUST ST,031A,STREET,1823,27,03,6,6,4,8,0
HH558024,059XX S WABASH AVE,031A,STREET,0233,20,03,19,6,4,8,0
HH542011,062XX S PAULINA ST,1020,RESIDENCE-GARAGE,0714,15,09,18,6,28,7,0
HH648795,023XX N WESTERN AVE,041A,STREET,1432,32,04B,2,6,15,9,0
HH558779,057XX S ASHLAND AVE,041A,STREET,0713,16,04B,3,0,5,8,0
HH556982,001XX S MICHIGAN AVE,031A,RESTAURANT,0123,42,03,8,6,4,8,0
HH559776,0000X E 114TH ST,051A,STREET,0531,9,04A,22,6,4,8,0
HH553497,025XX W JACKSON BLVD,031A,STREET,1125,2,03,23,3,1,8,0
HH542602,019XX W GARFIELD BLVD,041A,RESIDENCE,0715,15,04B,23,6,28,7,0
HH558349,080XX S LAFLIN ST,051A,RESIDENCE,0612,21,04A,20,6,4,8,0
HH542672,069XX S DAMEN AVE,031A,STREET,0735,17,03,0,0,29,7,0
HH540809,057XX S UNION AVE,041A,STREET,0711,3,04B,3,6,28,7,0
HH560976,038XX W COLUMBUS AVE,1020,OTHER,0834,18,09,1,1,6,8,0
HH560896,029XX N WISNER AVE,1020,VEHICLE NON-COMMERCIAL,1412,35,09,0,1,6,8,0
HH528994,007XX E 131ST ST,041A,CHA PARKING LOT/GROUNDS,0533,9,04B,22,0,22,7,0
HH559947,026XX N HALSTED ST,031A,SMALL RETAIL STORE,1933,43,03,16,0,5,8,0
HH540850,059XX S WINCHESTER AVE,031A,STREET,0714,15,03,4,6,28,7,0
HH560580,067XX S KEDZIE AVE,031A,STREET,0831,18,03,20,0,5,8,0
HH646417,011XX N HOMAN AVE,041A,SIDEWALK,1121,26,04B,23,4,13,9,0
HH556507,040XX N ELSTON AVE,041A,VEHICLE NON-COMMERCIAL,1723,39,04B,23,5,3,8,0
HH552219,051XX S LAWNDALE AVE,031A,STREET,0822,23,03,6,4,2,8,0
HH561111,002XX E 47TH ST,1020,TAVERN/LIQUOR STORE,0221,3,09,5,1,6,8,0
HH561177,024XX N CLARK ST,031A,STREET,1933,43,03,3,4,26,7,0
HH559611,035XX N MILWAUKEE AVE,031A,ALLEY,1731,30,03,13,0,5,8,0
HH557770,085XX S COTTAGE GROVE AVE,031A,SMALL RETAIL STORE,0632,6,03,16,6,4,8,0
HH559189,040XX W 15TH ST,031A,SIDEWALK,1012,24,03,18,6,4,8,0
HH560028,038XX W 27TH ST,041A,SIDEWALK,1031,22,04B,16,0,5,8,0
HH559086,082XX S ASHLAND AVE,031A,RESTAURANT,0614,21,03,9,0,5,8,0
HH561078,096XX S AVENUE M,041A,STREET,0432,10,04B,2,1,6,8,0
HH560285,027XX N MILWAUKEE AVE,031A,ALLEY,1412,35,03,18,0,5,8,0
HH559133,079XX S ASHLAND AVE,031A,ALLEY,0612,21,03,9,0,5,8,0
HH559955,043XX W 19TH ST,051A,STREET,1012,24,04A,16,0,5,8,0
HH556536,048XX N DAMEN AVE,031A,STREET,2032,47,03,0,6,4,8,0
